365,537,994,387,843,183,925,544,736,534;479,387,712,182,678,680,617,147,17,966
84,571,792,695,842,933,684,986,648,38;795,219,361,605,62,457,29,800,579,289
844,900,54,961,824,32,862,952,552,481;616,72,522,100,788,547,134,252,287,686
701,219,822,726,691,717,517,415,38,523;367,310,270,859,961,492,577,402,938,294
94,837,233,355,717,624,806,422,697,293;975,17,780,620,916,327,525,337,877,114
145,577,53,927,385,266,559,999,650,838;9,475,517,525,283,260,22,12,357,443
84,165,206,86,491,907,931,320,520,219;621,507,872,530,205,492,300,78,532,490
394,890,765,515,344,318,711,897,370,540;9,325,822,306,405,353,47,650,658,535
755,901,750,845,432,191,158,160,886,428;69,785,838,962,263,797,429,714,803,713
355,506,818,819,393,886,396,961,661,389;345,371,668,900,735,183,105,850,619,344
775,623,821,826,326,788,975,630,611,642;927,251,276,542,345,968,951,347,498,795
639,832,551,347,105,724,457,91,771,171;9,436,288,375,966,310,184,932,696,879
139,535,631,583,413,870,556,706,1,883;281,563,745,196,512,420,348,368,547,838
189,802,921,556,718,53,588,541,627,786;102,111,61,367,577,978,652,239,793,368
37,470,194,885,457,785,380,576,138,151;780,558,437,380,806,151,279,426,758,449
653,550,390,166,654,828,686,795,211,250;922,283,6,419,678,526,753,939,278,113
569,272,782,827,290,624,31,839,738,619;958,466,554,733,803,314,670,785,184,220
471,835,740,277,94,954,612,207,615,489;481,280,681,163,630,764,659,463,492,347
153,575,537,990,749,839,739,931,836,584;548,383,839,208,797,276,284,451,931,684
964,579,896,335,947,393,312,531,199,265;310,135,927,168,712,472,323,909,775,841
109,47,559,125,838,240,772,573,818,732;394,152,641,970,418,128,718,334,719,439
302,185,524,820,1,468,210,265,65,608;335,763,145,415,685,912,11,752,265,658
487,576,57,528,157,682,113,440,379,489;593,269,234,221,48,161,815,509,918,364
692,459,974,958,972,627,876,738,944,410;785,606,365,426,637,863,396,348,348,790
847,601,899,323,482,806,622,936,239,967;461,20,767,463,263,792,707,333,975,436
359,643,129,604,242,421,211,879,602,634;270,670,85,129,866,619,396,243,820,440
18,504,875,296,669,107,834,684,705,538;75,462,907,286,473,525,454,813,134,657
655,671,97,383,544,40,257,485,842,663;459,685,878,783,874,323,595,783,322,987
616,113,414,118,983,652,938,176,59,91;281,878,496,48,233,98,127,468,327,576
339,905,198,211,195,830,534,770,376,576;40,373,348,558,750,805,32,500,184,138
717,427,535,549,395,826,66,509,634,451;171,692,57,385,118,635,314,645,261,280
160,983,655,36,766,72,630,307,346,952;76,713,972,73,581,670,910,630,913,884
697,739,437,674,510,984,673,286,971,652;160,925,664,294,933,22,327,314,936,900
734,945,528,406,71,729,634,224,709,216;770,427,498,229,702,595,877,703,647,345
903,18,20,960,463,142,169,578,980,983;261,387,185,328,447,189,102,599,718,983
861,618,757,797,319,818,599,66,161,558;501,215,264,300,438,961,411,275,196,75
176,439,175,987,855,10,106,151,597,593;383,223,909,235,750,527,591,247,626,44
932,21,120,745,490,406,839,210,706,801;6,882,243,320,374,70,557,706,976,453
17,445,403,19,461,708,657,85,565,269;982,908,879,149,33,560,775,169,451,522
770,396,877,319,743,568,186,440,580,516;372,439,446,16,423,135,557,576,519,319
390,804,281,953,404,962,137,630,889,815;904,243,44,906,118,673,280,781,862,418
962,164,857,552,391,646,319,870,210,428;329,366,984,214,199,19,669,523,778,151
497,997,929,445,109,264,356,453,832,879;565,43,498,19,505,59,459,736,145,5
968,256,874,558,134,306,560,728,498,47;398,339,158,415,250,62,939,396,444,396
731,95,798,302,190,706,370,557,721,817;774,68,150,741,31,312,616,370,121,963
260,312,350,281,507,170,107,736,513,792;989,183,850,344,570,646,611,315,769,84
85,718,698,284,320,342,479,453,895,336;574,614,478,737,222,182,614,492,966,456
219,623,851,535,922,143,353,46,876,891;318,497,503,764,679,786,949,278,741,611
854,595,622,125,713,136,28,607,842,551;791,878,665,926,877,463,460,871,551,229
393,57,66,786,356,481,747,725,791,622;481,980,657,617,519,300,463,83,938,309
14,694,290,637,146,16,959,586,674,533;922,181,593,391,188,220,45,520,342,470
449,175,711,534,611,672,722,348,513,409;965,636,699,761,712,76,447,447,728,952
328,233,440,650,274,378,576,355,852,195;855,724,702,958,325,486,906,329,131,270
163,144,320,330,226,668,382,599,531,995;69,107,908,279,485,924,428,949,304,180
293,158,967,706,438,803,900,840,666,561;361,750,216,887,432,29,806,617,77,437
160,920,442,361,917,773,975,285,909,202;447,114,831,279,412,777,573,280,477,809
164,355,254,434,73,829,480,402,462,622;313,205,352,14,474,894,570,749,896,507
268,437,274,78,354,469,827,991,105,80;543,347,306,524,266,859,829,404,139,961
223,340,332,837,394,107,347,896,556,232;573,381,396,273,206,373,459,730,840,81
162,283,575,699,509,214,670,414,385,928;625,955,640,19,345,965,385,997,996,659
236,770,734,334,862,536,230,798,389,312;723,17,337,579,91,790,324,388,342,46
677,148,663,80,332,612,831,354,15,831;956,756,557,865,957,994,848,649,660,66
623,998,615,2,634,943,250,516,315,746;844,507,795,904,267,811,839,436,142,824
169,259,787,157,101,838,939,203,92,215;548,73,447,923,249,626,113,430,884,352
208,24,182,539,980,825,580,901,702,446;7,590,186,67,598,182,979,798,91,98
131,868,2,347,207,733,157,738,748,410;988,420,535,656,69,411,173,992,447,654
142,951,322,486,575,940,143,937,724,686;847,829,424,827,358,741,520,214,163,905
901,950,287,527,973,440,853,562,232,265;333,905,291,503,346,814,727,520,483,245
590,675,74,269,573,630,586,81,483,932;34,935,186,873,813,536,477,807,749,902
270,945,610,848,199,409,198,892,808,723;879,161,940,744,619,375,46,836,842,545
335,362,703,494,406,601,385,976,377,889;66,211,962,111,661,846,52,250,570,254
515,92,72,775,738,187,951,70,292,153;954,842,411,968,943,773,636,493,832,698
653,517,809,700,385,681,861,143,501,573;587,219,339,415,904,140,432,594,929,795
193,248,983,373,808,887,620,840,26,861;286,741,836,812,951,696,548,235,561,380
684,697,449,100,331,915,96,510,803,965;959,839,823,126,724,267,647,609,74,405
799,174,157,13,432,722,346,228,581,997;249,652,767,829,654,738,112,984,291,495
19,134,665,839,967,666,764,313,53,814;131,382,382,987,226,843,348,194,929,651
224,578,153,624,719,996,123,850,415,523;550,498,231,922,431,9,254,115,455,971
638,450,254,915,591,804,992,678,489,632;958,988,772,918,215,522,140,731,707,351
588,805,500,70,705,985,658,244,641,361;234,326,396,780,79,582,439,730,173,544
234,222,444,979,689,341,243,103,677,719;226,641,990,633,780,708,379,421,938,291
88,621,751,539,722,477,350,891,970,68;306,567,603,961,67,1000,1000,544,257,748
987,646,22,480,35,972,604,194,396,450;632,857,679,512,959,204,728,197,455,666
307,587,6,763,529,576,564,552,695,767;299,444,714,734,822,566,745,305,209,613
575,29,970,103,856,196,549,679,84,226;342,426,243,387,535,443,997,333,873,275
618,977,699,795,18,642,571,437,194,409;343,606,893,551,745,872,382,351,345,578
743,893,720,877,960,315,979,868,746,178;136,63,927,5,687,585,72,197,177,842
312,684,628,941,47,550,911,271,682,838;614,743,130,344,646,923,275,274,115,986
680,50,729,291,487,39,999,170,517,923;71,404,353,554,652,783,702,577,916,83
711,372,286,51,959,507,20,921,590,729;884,284,659,305,421,641,966,103,717,889
584,848,499,448,597,300,563,549,445,591;501,347,344,195,918,41,553,839,48,258
782,214,776,332,587,532,105,175,814,258;333,984,409,367,721,879,880,289,716,936
117,370,184,501,518,666,971,27,703,966;287,718,674,182,439,101,124,970,6,274
464,342,244,821,869,460,296,500,220,53;294,697,184,399,111,773,591,393,775,212
745,676,315,140,119,28,869,935,789,642;895,577,568,48,664,942,273,317,20,549
873,566,277,389,441,742,382,286,490,588;931,484,803,506,236,966,354,445,541,454
813,751,797,907,248,374,57,225,329,626;187,995,669,393,212,252,527,219,19,600
356,726,857,821,257,538,939,52,486,310;61,328,614,123,99,431,17,632,387,849
59,201,283,790,787,107,658,599,588,876;911,757,731,411,268,749,95,909,792,436
333,635,643,906,904,149,708,245,430,356;370,790,901,401,168,749,165,92,408,472
784,880,173,890,311,238,576,183,215,177;997,970,519,118,497,102,979,659,88,502
894,98,642,984,954,158,843,214,905,340;281,658,787,66,376,754,379,354,944,461
111,163,963,191,17,570,921,974,161,144;331,574,592,536,425,529,188,191,356,52
537,135,84,534,607,755,725,109,806,808;154,405,892,571,77,928,344,701,119,487
581,271,108,736,534,563,3,500,265,441;192,401,777,161,963,822,794,570,723,283
299,453,288,220,580,351,897,827,797,150;411,430,155,576,220,192,372,922,36,583
862,793,546,203,153,755,161,134,19,894;556,551,922,760,240,560,236,827,56,168
235,101,771,968,827,247,308,310,829,69;639,885,152,454,357,619,19,935,568,268
354,540,147,101,942,78,319,893,113,416;771,272,818,20,87,123,347,681,949,840
250,589,822,717,105,503,735,349,474,190;215,149,542,367,688,597,285,515,522,473
52,64,260,70,767,887,592,768,157,333;881,572,557,389,223,80,81,299,648,76
25,606,446,17,706,921,750,931,727,313;521,788,198,810,714,429,288,925,15,877
987,24,786,512,200,579,682,226,949,772;809,689,215,939,841,667,615,448,50,425
617,253,945,621,220,377,15,349,715,910;804,466,404,124,813,500,278,37,953,403
740,445,686,476,647,972,97,18,540,969;374,510,798,322,112,681,93,908,759,369
370,313,838,106,360,922,113,482,417,935;382,496,27,123,901,368,895,362,792,79
675,451,296,488,580,182,64,753,734,815;225,892,746,429,160,26,368,915,150,929
694,528,575,942,936,521,687,76,712,586;716,449,476,624,806,9,77,191,954,338
877,402,817,770,515,191,315,694,985,535;662,631,689,999,126,616,719,157,38,993
367,963,739,925,581,947,955,678,122,38;881,259,922,4,237,219,400,654,850,616
614,644,166,549,975,494,316,797,520,832;19,244,307,457,198,582,561,815,333,200
371,145,459,16,791,594,744,721,619,66;317,427,7,218,150,218,415,270,446,512
987,10,802,685,511,268,380,262,920,372;381,266,568,302,855,336,166,881,696,168
12,233,782,62,438,927,50,391,619,931;218,753,93,271,499,779,803,473,552,482
775,400,277,56,460,995,626,931,745,273;84,733,197,404,291,734,152,72,268,837
139,81,693,324,63,998,176,391,318,367;844,820,961,29,154,334,139,571,359,30
722,544,301,964,573,520,987,447,951,558;494,55,61,44,614,412,319,301,125,676
493,311,347,833,214,73,249,371,860,838;722,610,636,959,46,334,993,495,624,527
622,243,256,204,467,906,687,40,221,206;878,148,742,831,184,619,195,213,925,627
1000,837,946,707,384,248,284,118,877,501;514,640,118,445,115,270,286,423,887,813
389,543,79,315,324,83,546,538,610,336;986,293,200,282,531,764,625,695,979,537
260,576,204,326,478,910,919,70,683,401;499,467,466,779,1000,90,469,587,166,270
264,556,57,159,325,639,254,105,86,354;267,373,851,162,793,225,382,841,924,558
347,926,107,405,571,315,780,778,548,873;870,36,681,452,554,121,631,111,237,79
907,723,30,31,553,807,512,110,288,873;392,432,459,111,434,926,561,917,787,674
662,184,985,842,722,394,836,82,359,477;455,750,499,859,977,24,607,526,661,246
751,257,860,974,651,528,415,655,320,392;845,315,393,875,861,446,818,26,815,69
369,698,402,336,295,770,531,761,756,124;950,78,537,105,763,19,940,169,120,11
925,268,991,497,354,442,930,354,407,139;721,771,343,724,436,318,211,125,888,639
563,125,135,742,194,166,822,692,586,76;609,830,295,847,13,372,49,711,853,530
116,403,878,526,886,199,801,163,663,155;863,330,584,348,785,256,633,733,182,290
320,312,598,697,97,231,724,550,333,931;675,476,723,516,798,420,585,227,831,455
957,422,188,202,546,461,659,434,348,116;567,633,679,892,676,989,851,293,594,979
486,722,206,742,589,529,804,527,119,415;378,310,470,79,229,10,72,894,938,597
451,991,70,741,383,234,936,156,395,786;537,49,762,325,626,308,22,953,635,262
371,378,92,756,921,791,52,540,822,586;869,769,788,829,136,768,269,516,975,852
336,358,514,907,34,452,233,860,400,112;679,660,947,162,116,930,155,308,593,98
84,831,776,454,931,951,888,248,857,947;105,599,759,792,534,424,276,576,400,924
655,201,987,423,287,246,740,309,234,935;313,531,253,393,980,274,111,775,543,732
338,928,44,621,553,503,43,395,767,913;325,849,374,101,441,132,597,865,683,620
948,305,528,329,358,70,399,244,921,340;882,163,372,989,746,261,454,942,322,980
649,384,148,15,360,908,672,571,436,493;342,11,684,763,558,730,779,8,777,417
890,287,76,186,523,72,755,20,588,378;362,178,253,713,154,716,478,238,272,830
547,900,423,49,625,924,192,555,231,99;46,82,510,568,603,280,595,668,866,994
217,811,805,122,269,292,209,97,333,818;319,923,251,62,251,19,630,101,605,504
463,768,536,11,155,105,417,404,736,961;116,793,973,844,756,855,882,796,464,240
347,163,90,142,104,838,178,638,354,557;302,342,809,442,479,248,318,331,21,817
170,280,380,472,921,848,626,951,115,403;605,846,107,414,854,209,282,914,472,825
220,489,524,375,951,612,633,219,185,464;218,919,989,405,956,993,131,199,48,825
46,850,463,159,170,524,76,3,117,659;342,872,852,85,532,438,600,880,19,516
870,61,711,214,33,155,490,487,877,700;728,958,272,855,562,606,842,387,221,230
263,898,332,453,562,381,209,583,985,873;643,454,934,196,156,983,828,285,943,174
420,37,876,735,381,48,222,964,43,843;726,986,684,466,201,96,730,291,690,474
490,878,307,227,898,243,806,688,289,603;562,578,682,246,728,311,878,888,51,56
505,818,683,569,570,61,624,961,762,242;858,183,398,432,400,544,264,731,913,866
585,696,282,10,120,551,411,605,116,323;413,659,412,174,388,736,954,748,862,490
984,249,737,326,973,144,598,574,161,247;442,871,83,66,898,588,741,36,515,488
155,119,243,316,899,17,369,721,71,251;717,624,603,431,291,124,195,308,557,775
756,733,800,459,963,446,833,635,208,146;221,764,779,814,891,946,818,259,355,48
879,994,744,602,230,92,264,977,435,818;905,160,574,775,919,369,969,261,631,792
421,678,861,420,119,230,473,190,306,423;942,581,474,348,218,446,265,991,767,648
770,34,570,975,142,658,839,471,844,874;860,558,366,986,153,659,715,938,144,465
355,750,891,267,330,30,922,240,710,830;267,700,8,271,96,601,462,99,216,285
103,226,85,811,359,780,11,526,336,579;636,637,282,272,675,831,145,899,18,430
679,534,26,425,58,725,537,380,808,283;304,96,339,252,772,872,444,525,223,528
56,685,792,838,142,293,411,776,650,692;9,707,445,579,241,587,916,68,779,86
111,862,67,518,483,768,746,365,744,702;581,365,518,955,469,691,241,164,376,417
722,113,621,713,107,513,160,64,425,26;315,505,596,50,626,840,587,82,781,140
527,74,119,923,921,758,685,169,102,649;182,208,887,210,198,137,557,260,262,615
856,682,423,842,228,133,202,806,934,386;487,886,84,725,36,612,176,514,865,264
704,995,10,897,95,297,681,618,421,693;921,64,400,284,274,461,1,867,144,648
408,65,822,338,875,223,26,945,915,213;206,292,985,512,59,947,923,743,736,208
931,91,459,858,895,224,92,15,528,22;793,783,707,723,466,365,749,808,638,916
669,513,484,34,561,534,80,234,487,222;151,476,83,218,388,139,927,966,306,285
497,28,926,606,33,944,645,229,332,301;739,866,106,517,913,459,619,977,348,295
137,223,214,487,639,797,375,960,983,526;29,24,831,177,458,642,850,441,259,854
11,556,415,806,14,808,795,722,759,886;573,668,269,153,21,297,349,268,199,766
719,203,835,76,88,687,15,201,477,74;548,645,154,892,637,530,283,456,963,925
302,961,993,359,657,254,737,572,950,959;41,405,464,840,307,181,46,272,562,222
835,279,229,153,865,467,520,893,543,19;820,937,259,195,20,520,842,456,384,436
559,598,191,682,642,343,792,774,291,151;342,871,464,697,555,326,381,680,396,546
214,686,482,612,233,367,67,972,725,843;103,156,789,480,188,539,37,551,335,417
778,268,180,409,626,201,894,803,82,78;743,81,82,581,891,74,150,709,547,242
876,108,428,321,571,419,429,414,120,929;436,4,663,245,824,287,556,526,923,197
790,601,488,217,142,738,804,102,425,968;616,21,423,226,753,942,279,628,421,390
594,905,554,14,588,774,229,689,987,457;510,759,43,582,903,690,422,747,279,223
122,426,748,191,335,489,276,314,676,212;614,210,814,282,597,735,565,46,124,254
890,306,293,590,817,789,597,165,91,101;992,489,346,553,848,941,133,933,405,956
808,294,308,924,422,143,297,494,497,49;992,372,639,874,17,709,997,720,284,130
214,356,889,372,661,527,65,320,755,844;177,962,907,646,516,626,184,201,482,28
37,780,485,191,434,327,813,417,151,77;636,72,7,732,69,293,199,777,40,685
947,556,319,523,344,764,89,794,747,957;679,845,44,2,148,830,559,328,122,951
878,480,84,711,293,724,934,295,316,810;502,250,596,817,73,368,772,21,258,780
93,175,970,737,869,717,176,379,754,330;290,930,835,907,578,214,501,267,670,260
274,299,569,239,839,933,97,420,508,786;440,524,993,916,157,531,563,636,242,212
68,751,107,791,353,983,793,123,157,130;67,460,213,681,801,553,875,240,79,827
119,405,79,573,322,508,95,597,79,834;860,968,57,972,640,144,312,974,338,80
581,122,95,980,619,138,154,59,90,660;880,771,48,17,795,790,904,595,414,15
180,240,308,973,720,287,959,630,912,16;470,719,726,278,657,503,744,807,454,303
970,783,780,845,696,894,572,751,738,259;250,151,551,302,80,267,161,690,829,328
519,315,662,684,122,876,279,292,665,207;443,246,399,931,124,432,499,125,309,657
501,539,559,317,921,394,67,812,655,169;458,778,530,340,981,456,204,300,682,910
722,405,234,156,369,465,156,956,30,517;695,151,49,643,430,596,565,562,213,997
482,825,4,447,224,176,734,48,345,156;252,164,911,570,507,995,608,62,116,377
523,90,358,998,947,787,604,873,141,688;542,846,616,407,591,447,199,218,850,402
555,922,120,915,142,662,756,152,481,180;337,113,767,234,243,423,822,920,109,67
603,120,701,51,732,852,580,170,778,186;639,24,256,744,298,9,154,329,198,607
73,838,566,625,221,305,821,589,816,422;503,748,954,542,265,88,680,673,470,215
805,265,116,354,586,228,995,252,174,149;106,169,554,894,796,964,677,11,213,736
850,94,524,725,871,131,700,116,977,887;591,160,444,570,445,148,376,273,509,797
310,117,979,725,238,765,390,438,514,754;101,464,15,380,103,305,265,724,994,406
998,910,528,833,795,250,144,954,82,316;886,104,3,684,778,828,200,148,107,620
762,916,986,577,419,559,56,336,502,359;954,638,520,547,400,715,336,396,725,222
510,714,89,551,333,617,55,480,922,315;237,492,609,679,856,613,626,858,279,397
170,832,434,910,47,304,495,126,247,138;326,553,305,854,314,77,597,594,784,8
429,530,698,865,633,632,175,175,772,639;48,736,882,384,906,706,836,966,285,468
194,950,635,243,681,400,303,990,810,112;356,742,385,978,812,198,613,385,417,189
376,506,455,948,354,458,168,828,733,501;184,731,173,168,183,960,219,831,186,951
473,953,962,543,921,394,752,717,858,34;661,213,477,828,378,750,824,219,136,990
376,481,357,415,318,566,347,958,275,987;668,556,979,165,88,14,915,988,658,738
212,522,582,169,754,83,737,168,403,265;256,941,111,854,136,98,868,809,421,420
